Category,Sub-Category,Product Name,similar_products,similar_products_vectors,top_similar_products,sku
Office Supplies,Art,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush","Office Supplies Art Dixon Prang Watercolor Pencils, 10-Color Set with Brush","[-0.127129    0.2746349  -0.26378113 -0.19045891  0.40845114 -0.09136607
  0.01498333  0.18187934 -0.06418444  0.20960145 -0.08403315 -0.13991275
 -0.04117328 -0.00561167 -0.03196301  0.28484666  0.35380113  0.16273956
  0.14166555 -0.35184076  0.04296678  0.06404556  0.29243055 -0.39035356
  0.2976722  -0.20452279 -0.10138556 -0.33595642 -0.26022035 -0.47832665
 -0.20597632  0.07486189 -0.13459988  0.06690211 -0.41645446  0.09223466
 -0.23146269 -0.10317666  0.02467989 -0.31065553 -0.07385922 -0.51235664
 -0.18362778 -0.14829299 -0.30502403 -0.10870311 -0.10071977 -0.22506823
  0.15569246 -0.3150476  -0.25730845 -0.08910445  0.08414022  0.5690711
 -0.01409557 -1.2043521   0.00225101 -0.014816    0.7503167   0.049747
  0.23932889  0.55498666 -0.16311917  0.3092381   0.41784558 -0.22811288
  0.33853778  0.19008912 -0.00580763 -0.116193   -0.32100058  0.41436657
  0.02526889 -0.2037099   0.16260868  0.07912113  0.15314442  0.24995409
 -0.45870554  0.11066744  0.318516    0.11049023 -0.42856076  0.09561477
 -0.5395284  -0.07759255  0.09420556 -0.0755189   0.16653788 -0.19601434
  0.07245178 -0.15246646  0.21628168 -0.0340111  -0.3043567  -0.02788089
 -0.10723001 -0.3614171   0.15291569 -0.01370699]","['sku0916', 'sku0426', 'sku1044', 'sku1115', 'sku0132']",sku0357
Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”","Office Supplies Paper Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”","[-0.3101158   0.22823378  0.1975202  -0.2483342   0.31424502 -0.01912301
 -0.02081909 -0.05145056  0.04886853  0.0639161   0.21254882 -0.3461786
  0.106416    0.0502953   0.1366097  -0.14858949  0.15884572  0.1783103
 -0.2517306  -0.16546799 -0.04027791 -0.19244203  0.01108151  0.046364
  0.13292699 -0.06820451  0.15116641  0.05522711  0.04314     0.18553367
  0.33414727  0.4191962   0.04128649  0.146957   -0.11367998  0.35605
 -0.06260799  0.1206049   0.162515   -0.11273114 -0.0804036  -0.32310802
  0.10675581 -0.22684582 -0.14152399 -0.1887511  -0.27234    -0.357994
 -0.02170631 -0.321785    0.3358935   0.21490009  0.38226506  0.82709706
 -0.051623   -2.01193    -0.25652748  0.0909268   1.465439    0.1302118
  0.09676667  0.16474299 -0.2659759  -0.28285983  0.39392248 -0.03329271
  0.3369293   0.306408    0.406542   -0.00437569  0.045695    0.0670837
  0.11291301 -0.47418404  0.39388162  0.414594    0.21170995  0.0960209
 -0.871393    0.0673679   0.3606794  -0.12403129 -0.34045288 -0.0751191
 -1.214287   -0.19232729  0.2533581  -0.4000996  -0.0267401  -0.11239611
  0.12263129  0.32787317  0.35031772 -0.00441456 -0.24649599  0.04523451
  0.08438959 -0.35672     0.40876555  0.2139821 ]","['sku0163', 'sku0671', 'sku0228', 'sku0563', 'sku0254']",sku0358
Office Supplies,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection,Office Supplies Appliances Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection,"[ 0.07195237 -0.00934763  0.23911428 -0.13121201  0.35107455 -0.3937047
 -0.19524817 -0.12817343  0.14047392 -0.02658145  0.08688091 -0.26068717
 -0.02790827  0.03063455  0.06132672 -0.17348136  0.12605256 -0.06697201
 -0.18602072 -0.17449896  0.06312237 -0.09773774  0.08297427  0.22598845
  0.14876036  0.03497791  0.00204818 -0.12022727 -0.04380527 -0.18636556
  0.21297981  0.1814482   0.20493516  0.17020036  0.16976847  0.17232355
 -0.1458671   0.04589992  0.16648167 -0.3209893   0.14205366 -0.23586644
  0.01622548 -0.3453659   0.3405373   0.08191536 -0.10154726 -0.13862608
  0.3024088  -0.44892386  0.05868664  0.1662309   0.18813485  0.47946823
  0.07584455 -1.2390428  -0.08062373 -0.20334348  1.3288791   0.26647165
  0.2015818  -0.05323764  0.03466582  0.42937392  0.24286327 -0.05758818
  0.22517274 -0.11333492  0.31992635 -0.07619336  0.02509546 -0.17400973
  0.09856182 -0.13390936  0.2237341   0.05426836  0.15596034  0.169058
 -0.674114    0.19426236  0.53767866 -0.14084272 -0.19316489  0.37707174
 -0.72912294 -0.09644318  0.06242546 -0.17978543  0.13860708 -0.2732848
  0.35509992  0.12881392  0.36726     0.03414727 -0.322417    0.07350355
  0.09761164 -0.13590711  0.42366317  0.05319792]","['sku0144', 'sku0536', 'sku1347', 'sku0851', 'sku0168']",sku0360
Office Supplies,Labels,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""","Office Supplies Labels Avery Address/Shipping Labels for Typewriters, 4"" x 2""","[ 0.09752829 -0.04071002  0.18493143 -0.18612842  0.25906816 -0.07595457
  0.172558   -0.08861457 -0.03698141  0.03462986  0.42242685 -0.29377556
  0.2581293   0.14711802 -0.10033428  0.09659529  0.5601708   0.11178728
  0.21128426 -0.22008857  0.01680543 -0.07014614  0.118775   -0.01611285
  0.03398997  0.32219562  0.10628287 -0.34474114  0.05552557 -0.03341014
  0.463159    0.2513103  -0.04696972  0.4848157  -0.21682143  0.4535614
  0.12479285  0.03102842  0.28460485 -0.4532043   0.29555443 -0.03885728
 -0.06426747 -0.20504771 -0.14514856 -0.15391685 -0.15468314 -0.2302386
  0.21802512 -0.12723406  0.18452398  0.04989209  0.04133229  0.34336287
  0.022517   -1.6320144  -0.340673    0.07001328  0.94539917  0.33681944
  0.09877141  0.1666957  -0.42832875  0.41046658  0.42039856 -0.25922287
  0.30098572  0.19466858  0.2900943   0.13441615 -0.17308713  0.11219757
 -0.2243543  -0.10045771  0.23344342 -0.07190715  0.03540999  0.01379629
 -0.68128574 -0.08526958  0.11553057 -0.2467847  -0.33251843  0.43499
 -0.6533314   0.15261243  0.33381572 -0.41811427 -0.13386229  0.00689285
 -0.10301215  0.20909885  0.18733586 -0.12477387 -0.16067287 -0.04807142
 -0.19927587 -0.11241429  0.5031943  -0.11219572]","['sku0003', 'sku0581', 'sku0608', 'sku0677', 'sku0689']",sku0361
Furniture,Chairs,Global Ergonomic Managers Chair,Furniture Chairs Global Ergonomic Managers Chair,"[-1.25913729e-03  3.73648316e-01  1.92471668e-01 -1.42345667e-01
  2.70471483e-01 -2.50508338e-01 -1.34281337e-01  4.22240011e-02
 -2.78848320e-01 -4.89766747e-02 -1.17590003e-01 -5.75251639e-01
  3.06477159e-01  3.33666712e-01  5.93209974e-02  1.79016683e-02
  6.79382384e-02  2.33419001e-01 -1.55689999e-01 -5.78808367e-01
 -2.18044654e-01  1.51156679e-01  3.69138330e-01 -3.72395843e-01
  4.53201652e-01 -2.18498185e-01 -2.58836716e-01 -4.70300049e-01
 -2.80674964e-01 -1.53880000e-01 -2.34041855e-01  4.29841846e-01
 -3.49761635e-01  2.99826652e-01 -5.33200026e-01  3.35119337e-01
 -2.54506677e-01  2.34338343e-01  3.10174495e-01 -4.43268329e-01
  1.35383410e-02 -3.13953310e-01  3.11262339e-01 -2.83124328e-01
 -2.33315006e-01  5.79663336e-01 -2.80141354e-01  2.46466994e-01
 -3.89693350e-01 -5.96255124e-01 -1.42473340e-01 -4.31349665e-01
 -3.73118311e-01  2.02838346e-01  2.47398004e-01 -1.65129530e+00
  6.09116554e-02  1.97328493e-01  9.04052317e-01  2.29346499e-01
  1.45943344e-01 -3.55249899e-03 -3.07583362e-01  3.52424979e-01
  1.23955004e-01 -3.70951325e-01  5.02564967e-01  3.52620155e-01
  4.02424604e-01 -1.11158334e-01  2.32632279e-01  2.74088353e-01
  1.82676673e-01 -4.13057685e-01 -5.15950024e-02 -2.53448337e-01
 -3.21891665e-01  1.88401341e-01 -3.44844967e-01 -1.66626677e-01
  2.93828994e-01 -1.15213335e-01  4.92983349e-02  9.66550037e-02
 -4.33454841e-01 -2.14668348e-01  4.75433320e-02 -2.31483340e-01
 -2.13392183e-01 -5.49227178e-01  5.92821658e-01 -1.80563316e-01
  7.28276670e-01  1.53085008e-01  4.39375013e-01  3.37650031e-01
 -8.45133364e-02  2.27950010e-02  1.07551837e+00 -4.42281626e-02]","['sku0655', 'sku0065', 'sku0532', 'sku0269', 'sku0071']",sku0363
Office Supplies,Art,Newell 333,Office Supplies Art Newell 333,"[ 0.066637    0.296704    0.00479749 -0.14105341  0.3857     -0.26712522
 -0.09071501  0.320835    0.0573525   0.17051825  0.14193317 -0.39685282
 -0.01634251  0.2683705  -0.08771575  0.058095    0.3861025   0.16160525
 -0.15355751  0.09095752  0.06048775 -0.0464475   0.17742376 -0.14380752
 -0.09274501 -0.233127   -0.064135   -0.57916    -0.19512574  0.04836249
 -0.18519676  0.153115   -0.1877975   0.20165    -0.3243125   0.3170825
 -0.08231501  0.10619525  0.0493875  -0.4264425   0.27254426 -0.5458725
 -0.214645   -0.28870624  0.342656    0.11263551 -0.17495748 -0.465275
  0.337353   -0.18821487  0.24086499 -0.27320752 -0.034137    0.42757624
 -0.08998025 -1.5966225  -0.07962025 -0.33284     1.099155    0.166584
  0.10308     0.18829998 -0.10382725  0.26986575  0.31536752 -0.12942
  0.348035    0.2868775   0.27074248  0.30510825  0.040041    0.29461774
 -0.10143001 -0.348185    0.1986725  -0.2457775   0.28961247  0.413475
 -0.9236575   0.07025325  0.3081715   0.2568225  -0.38562924  0.19466749
 -0.72170275  0.0623705  -0.20248249 -0.039799   -0.085419   -0.5325575
  0.1990575  -0.29435062  0.21898276  0.11239251 -0.32890502  0.00806801
  0.01465748 -0.2487      0.3991225   0.27387327]","['sku0564', 'sku1245', 'sku1621', 'sku0687', 'sku0672']",sku0364
Furniture,Furnishings,Eldon Wave Desk Accessories,Furniture Furnishings Eldon Wave Desk Accessories,"[-8.29126686e-02  2.40234938e-02  1.30193993e-01 -1.89033374e-02
  3.67523342e-01  1.19490169e-01 -1.45433336e-01  1.34887829e-01
  1.93745658e-01  5.77356160e-01  2.28956655e-01 -5.61514020e-01
 -7.91597739e-02  2.52288342e-01  2.57490665e-01  2.11982325e-01
 -1.92580447e-01  4.63149957e-02 -7.90966675e-02 -3.41559678e-01
  5.48923314e-02 -6.83633313e-02  4.71313685e-01 -5.23983300e-01
  4.00184989e-01 -7.29416683e-02  2.66982168e-01 -1.76417336e-01
 -2.54141659e-01 -4.06009197e-01  2.41490319e-01 -1.15190007e-01
 -6.89583272e-02  1.01156674e-01 -1.85985327e-01  1.81772828e-01
 -1.11670166e-01 -4.07188416e-01  4.15611982e-01 -4.92418975e-01
  3.13877702e-01 -4.77633439e-02  7.33758286e-02 -3.27721506e-01
 -5.27221709e-02  2.75695831e-01 -8.47476721e-02  4.80880029e-02
  1.82092145e-01 -1.84767321e-01  8.26849937e-02 -2.49476835e-01
  4.89904992e-02  1.40368327e-01 -2.75558326e-02 -6.15711629e-01
 -2.62165666e-01  1.03625007e-01  6.79381669e-01  2.08765164e-01
 -2.87228227e-02  2.67384768e-01  3.78793292e-02  4.20089960e-01
 -4.57266606e-02 -1.65222332e-01  3.79708320e-01 -1.12032332e-01
  2.66933531e-01 -2.72497028e-01 -2.70683050e-01 -2.46083345e-02
 -4.73303311e-02 -1.81237504e-01  2.71528006e-01  1.65326670e-01
 -7.37445056e-02  1.81584999e-01 -2.54615992e-01 -8.25966671e-02
  1.47348002e-01 -5.67741692e-02 -2.68546659e-02  2.39501670e-01
 -1.26981512e-01 -3.16729337e-01 -3.63754965e-02 -4.64462370e-01
 -1.71705663e-01 -4.60738331e-01  1.73813030e-01  6.03783131e-02
  6.30046666e-01 -3.15759510e-01  9.30026695e-02 -2.60076672e-01
  1.08400322e-01 -2.91185647e-01  8.08201611e-01  6.07659400e-04]","['sku1334', 'sku0546', 'sku0226', 'sku0443', 'sku1709']",sku0365
Office Supplies,Binders,Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders,Office Supplies Binders Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders,"[-0.11938227  0.00426527 -0.30152518 -0.5868917   0.24788362 -0.14186391
 -0.06440877  0.0651919   0.10865374  0.11883845  0.25442508 -0.17171746
 -0.00190136  0.24548088  0.15893672 -0.01207773  0.35483027  0.05410856
  0.21359907 -0.35912699  0.02252191 -0.10776091 -0.07822954 -0.14078182
  0.18769698  0.11697627 -0.05854119 -0.24721093 -0.02535973  0.0749068
  0.05585764  0.13212234  0.14044338  0.05246364  0.00219399  0.22149347
 -0.07309091  0.205658    0.19115756 -0.11005426  0.01228728 -0.16636516
 -0.01533581 -0.2953327  -0.24939364 -0.12178486 -0.22838101 -0.23440099
  0.03407144 -0.19647694 -0.03684246 -0.13514991  0.07159469  0.591085
  0.05272855 -1.2891157  -0.3029014   0.0392381   0.8856108   0.35787234
  0.18792711  0.24139366 -0.03195008  0.46554157  0.35310096 -0.16745363
  0.60657465  0.23140001  0.14681274 -0.11368065 -0.09605695  0.22276928
 -0.24574023 -0.06702728  0.11727292  0.06744082  0.04509627  0.06657908
 -0.39098608  0.31933072  0.19465472 -0.02098191 -0.5751468  -0.31775
 -0.46466053  0.11617064  0.28801563 -0.05503773 -0.03365537 -0.09234481
  0.00334664  0.06618393  0.3028943  -0.01751273  0.35469484 -0.0200718
 -0.05973546 -0.09882455  0.17159492  0.23380199]","['sku0545', 'sku0995', 'sku1076', 'sku0351', 'sku0045']",sku0367
Office Supplies,Supplies,Staple remover,Office Supplies Supplies Staple remover,"[-0.4887444   0.19309     0.2689234  -0.18099561  0.20408301 -0.8336719
 -0.15681958  0.046514    0.17237243  0.27772322 -0.1077528  -0.3085796
  0.03377999  0.33081716  0.10243721 -0.11724401  0.34544402 -0.0355256
  0.162624   -0.40325403 -0.0362478  -0.0710232   0.19546501 -0.1456
 -0.17902002 -0.0288572   0.03718399 -0.34207246 -0.28523606 -0.06621242
  0.03281362 -0.209054    0.0122     -0.13157001 -0.160918    0.54284996
 -0.01662021 -0.0446854   0.083152   -0.25895     0.2564606  -0.2837608
 -0.1120774  -0.380848    0.55373996 -0.1116212  -0.227102   -0.30719
 -0.02949464 -0.49828     0.01717     0.07459619  0.0954548   0.685536
  0.0343116  -1.08912    -0.4268744  -0.15561599  1.2487459  -0.07991759
  0.344374   -0.14412001 -0.0925158   0.30138803  0.588808    0.01334
  0.41140398 -0.567956    0.34041595 -0.09482078 -0.03495001 -0.0837898
  0.17085001  0.20639601  0.388938    0.0405712   0.12925598  0.276032
 -0.679816    0.3267546   0.38474748  0.03318    -0.5728786   0.391154
 -0.86394536  0.0022428   0.048402    0.2921788  -0.3580898  -0.1433186
  0.2634706  -0.06484     0.1163802  -0.13684799 -0.71063596 -0.14279601
  0.37954062  0.017688    0.48065     0.5954526 ]","['sku0129', 'sku0684', 'sku0361', 'sku0135', 'sku1339']",sku0368
Office Supplies,Storage,Pizazz Global Quick File,Office Supplies Storage Pizazz Global Quick File,"[-2.50855982e-01  2.61327147e-01  2.70489991e-01 -1.69225588e-01
  2.30117276e-01 -4.19152826e-01 -2.61958867e-01 -2.16008555e-02
  1.81446567e-01  2.27659836e-01  1.86776564e-01 -1.49784163e-01
  1.36028547e-02 -1.03539996e-01  7.54347071e-02  9.43614319e-02
  1.08552001e-01  1.30805865e-01 -9.01282802e-02 -1.66765705e-01
 -4.22647782e-02 -1.77857070e-03 -4.84642480e-03 -1.58090696e-01
 -1.69006154e-01  3.59717198e-02 -3.89431196e-04 -3.70082781e-02
 -1.71136856e-01  3.37500088e-02  2.54457563e-01  9.11914259e-02
 -3.59644264e-01 -5.32354461e-03  9.46528539e-02  2.09986284e-01
  3.30785662e-02 -1.90147728e-01  2.12480426e-01 -1.89812154e-01
  1.12240158e-01 -5.19702852e-01 -9.52428766e-03 -3.62484276e-01
  2.24818602e-01  2.39788592e-02 -1.24471426e-01 -2.78417140e-01
  1.97903141e-01 -4.26442862e-01  2.18645707e-01 -1.19111058e-03
 -1.87332287e-01  5.27740061e-01  2.20288560e-01 -1.51751721e+00
 -1.45700853e-02 -2.74558395e-01  1.51879132e+00  1.22320853e-01
 -6.47590011e-02  4.61738445e-02 -2.00818703e-01  1.55875430e-01
  5.06168544e-01 -1.30733997e-01  2.30411425e-01 -1.09544292e-01
  3.79619986e-01 -1.78148001e-01  5.28412834e-02  4.08730023e-02
  6.28233030e-02 -4.76353139e-01  2.30116725e-01 -6.30095676e-02
 -6.39844388e-02  3.23564187e-02 -6.65893734e-01  8.93330052e-02
  6.21810019e-01 -2.05265675e-02 -3.44262391e-01  1.58937141e-01
 -9.30906594e-01 -2.26089992e-02  4.98248577e-01 -1.11680841e-02
 -1.79454878e-01 -6.78500012e-02  3.77105713e-01  3.01040709e-01
  6.83773011e-02 -8.58871341e-02  4.72000055e-02 -9.77214202e-02
  4.40594256e-01 -9.44622904e-02  5.77403665e-01  3.51846188e-01]","['sku0547', 'sku0451', 'sku0768', 'sku1027', 'sku0734']",sku0369
Office Supplies,Paper,Xerox 1930,Office Supplies Paper Xerox 1930,"[-2.4032301e-01 -1.5749998e-02  3.8382448e-03  7.1035251e-02
  2.6365525e-01 -4.6919000e-01  3.9322510e-02  3.2689050e-01
  1.6218650e-01  1.8251576e-01  8.5578002e-02 -2.5753164e-01
  1.5037404e-01  3.6818752e-01 -2.4232826e-01 -2.5726375e-01
  5.3191000e-01  7.0882753e-02  3.6146000e-01 -5.8367002e-01
 -4.1832257e-02  1.1245750e-01  1.6279506e-02  2.5738752e-01
 -2.1933001e-01 -4.5168701e-01  1.5933500e-01 -2.7030075e-01
 -4.6366751e-01 -1.5116750e-01  4.3068075e-01  3.9206249e-01
 -2.7006751e-01 -1.2753750e-01 -4.7155249e-01  3.3237749e-01
  7.6539993e-02 -7.3067248e-02  2.6609749e-01 -4.3206251e-01
 -8.7329999e-02 -4.4424748e-01 -3.5692251e-01 -3.4254000e-01
 -1.5167999e-01  3.9675489e-02 -1.6122748e-01 -3.0448997e-01
 -2.4209702e-01 -4.5844001e-01  2.9263049e-01 -1.7106251e-01
  5.2227750e-02  7.5650227e-01 -6.5029994e-02 -1.5150200e+00
 -3.8243026e-01 -4.7055002e-02  1.4239700e+00  1.1609003e-02
 -8.7408304e-02 -2.1245250e-01 -4.4393975e-01  3.6853150e-01
  1.8426001e-01 -2.7576250e-01  4.9641499e-01  2.9115748e-01
  5.0292748e-01  2.2194077e-01  3.8728803e-02  2.1218273e-01
  3.0972006e-02 -2.9950252e-01  2.2171150e-01  1.0124998e-01
  2.3267749e-01  3.2435751e-01 -1.0018024e+00  3.0188078e-01
  6.1925751e-01  1.0820501e-01 -4.6360075e-01  4.0998924e-01
 -1.0180351e+00 -4.4175327e-01  4.0242749e-01 -1.9083151e-01
  1.0234974e-03 -9.3357757e-02  4.1245997e-01 -4.1873757e-02
  2.8908527e-01  2.8423579e-02 -3.6909500e-01  9.9650174e-03
  3.1374598e-01 -6.7124993e-02  3.5218501e-01  2.9398325e-01]","['sku1801', 'sku0056', 'sku0063', 'sku1830', 'sku1530']",sku0371
Office Supplies,Storage,File Shuttle I and Handi-File,Office Supplies Storage File Shuttle I and Handi-File,"[-5.03480434e-01  1.47620007e-01  2.85810024e-01 -1.83286399e-01
  2.81485200e-01 -5.89453995e-01 -6.70211911e-02  4.66172606e-01
  3.01776618e-01  3.79997820e-01  3.87185574e-01 -1.51407212e-01
  2.69383997e-01  2.12778002e-01 -4.96386066e-02 -3.60174000e-01
  3.23748022e-01  3.48896205e-01  1.08040567e-03 -3.12628001e-01
 -2.33513802e-01 -6.52339980e-02  3.79010029e-02 -8.02120045e-02
 -9.89110023e-02 -2.45521590e-01 -1.91919193e-01  7.86284059e-02
 -4.61799875e-02  2.43239999e-01  2.72086591e-01  1.36677995e-01
 -4.36892033e-01  1.62890241e-01  8.54831934e-02  3.91845375e-01
  4.56559956e-02 -1.48130804e-01  5.79582036e-01 -2.78710008e-01
  2.10020058e-02 -7.38586009e-01  6.72180057e-02 -2.96827972e-01
  4.29908037e-01  3.31763998e-02 -2.38803387e-01 -3.61959994e-01
  2.16610387e-01 -2.42660046e-02  5.58377981e-01 -8.63765553e-02
 -2.98012011e-02  7.37883985e-01  2.37809986e-01 -1.51666391e+00
 -5.38779795e-03 -2.93975979e-01  2.04712009e+00  2.85701215e-01
 -2.18312591e-01  1.12493381e-01  1.20950200e-01  3.72597992e-01
  5.50196052e-01  3.23179998e-02  3.85161996e-01 -4.81659994e-02
  2.65497983e-01 -8.62719398e-03  2.72338055e-02  7.77222067e-02
  1.83074206e-01 -3.51680398e-01  3.51285607e-01 -2.50953976e-02
  2.31063992e-01  2.10997194e-01 -8.13470066e-01  2.75972188e-01
  4.45456028e-01  1.50098011e-01 -3.56117368e-01  3.14554036e-01
 -9.47290063e-01  1.57753393e-01  6.28118038e-01  1.23386815e-01
 -1.82012200e-01  2.29799142e-03  2.16439396e-01  3.86892974e-01
  1.78499222e-01  1.21662006e-01  3.04160118e-02 -3.74327973e-02
  6.27123952e-01  1.04106590e-01  5.50438046e-01 -1.45693868e-02]","['sku0299', 'sku0357', 'sku0378', 'sku0768', 'sku0472']",sku0372
Technology,Accessories,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,Technology Accessories NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,"[-0.12871112  0.1283249   0.04923154 -0.37994578  0.3508549  -0.18635821
 -0.10412122 -0.00920944  0.26912773  0.44136244  0.19270666 -0.4076263
 -0.1635429  -0.05732588  0.31949073  0.01632667  0.21747465  0.02161311
  0.19426657  0.10346401 -0.19274065 -0.31810567  0.2491091  -0.14258446
  0.45156077  0.06511189  0.5894185  -0.03049909 -0.14803278  0.11254133
 -0.09328088  0.7542189  -0.0937811  -0.066967    0.7120256   0.16191089
 -0.21931085  0.11587577  0.42846778 -0.23750025  0.46104997  0.07636353
  0.2990478  -0.3546924  -0.43030855  0.20433266  0.29503557 -0.01914222
  0.35486445 -0.17579998 -0.27219614  0.22168387 -0.17294377  0.21059677
  0.01224867 -0.6893      0.118395    0.17342032  0.7840189  -0.08146444
  0.12844166 -0.04716778 -0.01340944  0.16776711  0.17387465 -0.22347699
  0.005513   -0.21759166  0.3702668  -0.13545944 -0.19010967 -0.00660945
  0.163214   -0.15821522 -0.225731   -0.14778055  0.71118224 -0.2909729
  0.15139955 -0.12361998  0.37364852 -0.16769089 -0.14917201  0.20781101
 -0.78401494  0.38778755  0.38177666 -0.01088834 -0.1019005   0.08950556
 -0.16437     0.66254085 -0.16193664 -0.08778888  0.16656767 -0.21000555
  0.0161729  -0.28570554  0.57141125  0.10562678]","['sku0294', 'sku1816', 'sku0769', 'sku1034', 'sku1725']",sku0374
Office Supplies,Art,Newell 324,Office Supplies Art Newell 324,"[ 0.066637    0.296704    0.00479749 -0.14105341  0.3857     -0.26712522
 -0.09071501  0.320835    0.0573525   0.17051825  0.14193317 -0.39685282
 -0.01634251  0.2683705  -0.08771575  0.058095    0.3861025   0.16160525
 -0.15355751  0.09095752  0.06048775 -0.0464475   0.17742376 -0.14380752
 -0.09274501 -0.233127   -0.064135   -0.57916    -0.19512574  0.04836249
 -0.18519676  0.153115   -0.1877975   0.20165    -0.3243125   0.3170825
 -0.08231501  0.10619525  0.0493875  -0.4264425   0.27254426 -0.5458725
 -0.214645   -0.28870624  0.342656    0.11263551 -0.17495748 -0.465275
  0.337353   -0.18821487  0.24086499 -0.27320752 -0.034137    0.42757624
 -0.08998025 -1.5966225  -0.07962025 -0.33284     1.099155    0.166584
  0.10308     0.18829998 -0.10382725  0.26986575  0.31536752 -0.12942
  0.348035    0.2868775   0.27074248  0.30510825  0.040041    0.29461774
 -0.10143001 -0.348185    0.1986725  -0.2457775   0.28961247  0.413475
 -0.9236575   0.07025325  0.3081715   0.2568225  -0.38562924  0.19466749
 -0.72170275  0.0623705  -0.20248249 -0.039799   -0.085419   -0.5325575
  0.1990575  -0.29435062  0.21898276  0.11239251 -0.32890502  0.00806801
  0.01465748 -0.2487      0.3991225   0.27387327]","['sku0564', 'sku1245', 'sku1621', 'sku0687', 'sku0672']",sku0375
Technology,Accessories,Microsoft Natural Keyboard Elite,Technology Accessories Microsoft Natural Keyboard Elite,"[ 0.01233166  0.44929513  0.50130004  0.046787    0.45430502 -0.24080998
  0.06106    -0.261855    0.09298715  0.3774345   0.09150816 -0.47150669
  0.00626517 -0.35257247 -0.05784674  0.06902333  0.16969033  0.118226
 -0.02975501  0.13154083 -0.32020947 -0.49756303  0.4426748   0.01428167
  0.2199468   0.034915    0.06947386 -0.21054666 -0.02028118 -0.03848267
  0.10371684  0.6265294  -0.6636133  -0.37211904  0.38721666  0.13358666
 -0.2196215  -0.08645499  0.3017106  -0.3017417   0.062005   -0.08809882
  0.03690417 -0.28789833 -0.22417283  0.25178948  0.16120167  0.16330333
  0.070145   -0.17149782 -0.00559888 -0.02351183 -0.06310317  0.261
 -0.0298325  -1.2807168  -0.19725448 -0.19887133  1.3960749   0.33343783
 -0.10342751  0.19762166 -0.25779003  0.33674166  0.24654931 -0.2220485
  0.38245332 -0.21883066  0.53585404  0.26629     0.03938217  0.08179834
  0.01783    -0.16228034 -0.19678271 -0.24056083  0.14111204  0.08569788
 -0.01449667  0.09420667  0.6378414  -0.21807565 -0.30650207  0.20719564
 -1.1477133   0.24488251  0.30055782 -0.10520216 -0.05783749 -0.24761148
 -0.03342668  0.2238629   0.26858184 -0.0581065   0.15649833  0.00196667
 -0.4088     -0.579415    0.8797917   0.20253499]","['sku0633', 'sku0176', 'sku1360', 'sku0260', 'sku0769']",sku0376
